Name,Semi_Major_AU,Eccentricity,Semi_Major_km,Perihelion_AU
1P/Halley,17.8341442925537,0.967142908462304,2667950011.922591,0.5859781115169156
2P/Encke,2.2151412935834043,0.8483360282890077,331380420.8197208,0.3359571264858844
3D/Biela,3.5346580834013506,0.7512989999999999,528777322.929385,0.8790729999999995
4P/Faye,3.8381591578866203,0.5696175496849397,574180437.4275435,1.651876343070432
